"category","source_relative_path","model_path","vertices","triangles","texture_output","status"
"Environment/Props","datan\common\gil07.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_gil07_0312c21c.obj","4","2","","organized"
"Environment/Props","datan\common\gil08.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_gil08_de5fa681.obj","4","2","","organized"
"Environment/Props","datan\common\parasol.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_parasol_4090b939.obj","109","112","datan_common_parasol_4090b939.TGA","organized"
"Environment/Props","datan\common\soccer.gx","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_soccer_5a963f8c.obj","95","85","datan_common_soccer_5a963f8c.TGA","organized"
"Environment/Props","datan\common\soccer-1.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_soccer-1_f97a4052.obj","43","48","datan_common_soccer-1_f97a4052.TGA","organized"
"Environment/Props","datan\common\soccer-2.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_soccer-2_b62a6b2c.obj","43","48","datan_common_soccer-2_b62a6b2c.TGA","organized"
"Environment/Props","datan\common\soccer-4.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_soccer-4_6330b78f.obj","43","48","datan_common_soccer-4_6330b78f.TGA","organized"
"Environment/Props","datan\common\soccer-9.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_soccer-9_e60d1fdb.obj","43","48","datan_common_soccer-9_e60d1fdb.TGA","organized"
"Environment/Props","datan\common\soccer-a.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_soccer-a_9fd72490.obj","43","48","datan_common_soccer-a_9fd72490.TGA","organized"
"Environment/Props","datan\common\soccerball_copper.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_soccerball_copper_de4fef4b.obj","63","74","","organized"
"Environment/Props","datan\common\soccerball_gold.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_soccerball_gold_271a5675.obj","63","74","","organized"
"Environment/Props","datan\common\soccerball_silver.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_soccerball_silver_717c73c0.obj","63","74","","organized"
"Environment/Props","datan\common\soccer-n.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_soccer-n_239e215a.obj","43","48","datan_common_soccer-n_239e215a.TGA","organized"
"Environment/Props","datan\common\soccer-o.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_soccer-o_f975a1b3.obj","43","48","datan_common_soccer-o_f975a1b3.TGA","organized"
"Environment/Props","datan\common\soccer-v.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_soccer-v_0d6a495c.obj","43","48","datan_common_soccer-v_0d6a495c.TGA","organized"
"Environment/Props","datan\common\tree00.gx","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_tree00_beb8cb12.obj","44","37","","organized"
"Environment/Props","datan\common\tree01.gx","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_tree01_38e5a513.obj","59","51","","organized"
"Environment/Props","datan\common\tree02.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_tree02_74db4f06.obj","91","41","","organized"
"Environment/Props","datan\common\tree03.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_tree03_6f430523.obj","78","44","","organized"
"Environment/Props","datan\common\tree04.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_tree04_d95b10b2.obj","78","30","","organized"
"Environment/Props","datan\common\tree05.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_tree05_0ee38960.obj","92","40","","organized"
"Environment/Props","datan\common\tree06.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_tree06_7eaf5d39.obj","55","19","","organized"
"Environment/Props","datan\common\tree07.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_tree07_0cc0a8d7.obj","68","28","","organized"
"Environment/Props","datan\common\tree08.gx","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_tree08_f1c7d85a.obj","53","33","","organized"
"Environment/Props","datan\common\tube.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_tube_bd26a2bc.obj","72","117","datan_common_tube_bd26a2bc.TGA","organized"
"Environment/Props","datan\common\Xmas_01.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_Xmas_01_8485033e.obj","132","92","","organized"
"Environment/Props","datan\common\Xmas_02.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_Xmas_02_b9d7e539.obj","132","92","","organized"
"Environment/Props","datan\common\Xmas_03.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_Xmas_03_b4d5b75e.obj","132","92","","organized"
"Environment/Props","datan\common\Xmas_04.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_Xmas_04_57a22bda.obj","132","92","","organized"
"Environment/Props","datan\common\Xmas_05.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_Xmas_05_00696d44.obj","132","92","","organized"
"Environment/Props","datan\common\기계1.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common__1_5c1d6739.obj","80","40","datan_common__1_5c1d6739.TGA","organized"
"Environment/Props","datan\common\기계장식1.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common__1_b4a335a1.obj","134","126","datan_common__1_b4a335a1.TGA","organized"
"Environment/Props","datan\common\나무.gx","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common_1978ea76.obj","4","4","datan_common_1978ea76.BMP","organized"
"Environment/Props","datan\common\나무1.gx","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common__1_d326902c.obj","4","4","datan_common__1_d326902c.BMP","organized"
"Environment/Props","datan\common\나무10.gx","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common__10_ec847e90.obj","4","4","","organized"
"Environment/Props","datan\common\나무14.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common__14_c89fc7f5.obj","4","4","datan_common__14_c89fc7f5.BMP","organized"
"Environment/Props","datan\common\나무15.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common__15_ea39c328.obj","4","4","datan_common__15_ea39c328.BMP","organized"
"Environment/Props","datan\common\나무15-1.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common__15-1_fe92d80a.obj","4","4","datan_common__15-1_fe92d80a.BMP","organized"
"Environment/Props","datan\common\나무16.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common__16_b2f7e9a4.obj","4","4","datan_common__16_b2f7e9a4.BMP","organized"
"Environment/Props","datan\common\나무17.gx","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common__17_07c02bd8.obj","4","4","datan_common__17_07c02bd8.BMP","organized"
"Environment/Props","datan\common\나무18.GX","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common__18_a42782b4.obj","4","4","datan_common__18_a42782b4.BMP","organized"
"Environment/Props","datan\common\나무2.gx","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common__2_4d34be48.obj","4","4","datan_common__2_4d34be48.BMP","organized"
"Environment/Props","datan\common\나무3.gx","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common__3_8e553a16.obj","4","4","datan_common__3_8e553a16.BMP","organized"
"Environment/Props","datan\common\나무4.gx","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common__4_8af1b669.obj","4","4","datan_common__4_8af1b669.BMP","organized"
"Environment/Props","datan\common\나무5.gx","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common__5_e1b66694.obj","4","4","datan_common__5_e1b66694.BMP","organized"
"Environment/Props","datan\common\나무6.gx","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common__6_4ce2a355.obj","4","4","datan_common__6_4ce2a355.BMP","organized"
"Environment/Props","datan\common\나무7.gx","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common__7_d6619efc.obj","4","4","datan_common__7_d6619efc.BMP","organized"
"Environment/Props","datan\common\나무8.gx","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common__8_c063517c.obj","4","4","datan_common__8_c063517c.BMP","organized"
"Environment/Props","datan\common\나무9.gx","Assets/Art/Nova1492/GXConverted/Models/Environment/Props/datan_common__9_4cf02433.obj","4","4","datan_common__9_4cf02433.BMP","organized"
"ItemsAndUi/Icons","datan\common\bs.GX","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_bs_72cde5b6.obj","18","8","datan_common_bs_72cde5b6.png","organized"
"ItemsAndUi/Icons","datan\common\bu10.GX","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_bu10_5c03d3a4.obj","26","14","datan_common_bu10_5c03d3a4.png","organized"
"ItemsAndUi/Icons","datan\common\DeckNum3.GX","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_DeckNum3_150d58f4.obj","132","52","","organized"
"ItemsAndUi/Icons","datan\common\eb.GX","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_eb_136f312d.obj","24","12","datan_common_eb_136f312d.png","organized"
"ItemsAndUi/Icons","datan\common\gb.GX","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_gb_3b90d346.obj","24","12","datan_common_gb_3b90d346.png","organized"
"ItemsAndUi/Icons","datan\common\guild1.gx","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_guild1_53eb6817.obj","40","23","datan_common_guild1_53eb6817.TGA","organized"
"ItemsAndUi/Icons","datan\common\Hp240.GX","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_Hp240_b7ff84a3.obj","26","16","datan_common_Hp240_b7ff84a3.bmp","organized"
"ItemsAndUi/Icons","datan\common\itemDelay.gx","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_itemDelay_d190518f.obj","110","117","datan_common_itemDelay_d190518f.TGA","organized"
"ItemsAndUi/Icons","datan\common\itemhp.gx","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_itemhp_48b88179.obj","62","48","datan_common_itemhp_48b88179.TGA","organized"
"ItemsAndUi/Icons","datan\common\itempwr.gx","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_itempwr_f2f2988a.obj","95","85","datan_common_itempwr_f2f2988a.TGA","organized"
"ItemsAndUi/Icons","datan\common\itemwatt.gx","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_itemwatt_1670bb9f.obj","44","33","datan_common_itemwatt_1670bb9f.TGA","organized"
"ItemsAndUi/Icons","datan\common\key.GX","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_key_581b4ead.obj","113","68","datan_common_key_581b4ead.png","organized"
"ItemsAndUi/Icons","datan\common\lb.GX","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_lb_20d14684.obj","24","12","datan_common_lb_20d14684.png","organized"
"ItemsAndUi/Icons","datan\common\mbsel.gx","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_mbsel_fca278ea.obj","4","2","","organized"
"ItemsAndUi/Icons","datan\common\num-01.GX","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_num-01_4b6bde21.obj","8","4","datan_common_num-01_4b6bde21.BMP","organized"
"ItemsAndUi/Icons","datan\common\pendant_logo.GX","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_pendant_logo_a6aa7803.obj","162","306","datan_common_pendant_logo_a6aa7803.TGA","organized"
"ItemsAndUi/Icons","datan\common\Pw25.GX","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_Pw25_43deae10.obj","29","19","datan_common_Pw25_43deae10.bmp","organized"
"ItemsAndUi/Icons","datan\common\Recycle.GX","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_Recycle_bc34c0f2.obj","4","2","datan_common_Recycle_bc34c0f2.TGA","organized"
"ItemsAndUi/Icons","datan\common\reinforce_n1.GX","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_reinforce_n1_a3d96330.obj","104","52","datan_common_reinforce_n1_a3d96330.png","organized"
"ItemsAndUi/Icons","datan\common\scan.gx","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_scan_0c2616db.obj","4","2","datan_common_scan_0c2616db.TGA","organized"
"ItemsAndUi/Icons","datan\common\Skill_Deck_3.GX","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_Skill_Deck_3_3764db99.obj","270","128","","organized"
"ItemsAndUi/Icons","datan\common\skillsight.GX","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_skillsight_9e6e2a86.obj","10","6","datan_common_skillsight_9e6e2a86.TGA","organized"
"ItemsAndUi/Icons","datan\common\sp.GX","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_sp_308ae1db.obj","342","172","datan_common_sp_308ae1db.png","organized"
"ItemsAndUi/Icons","datan\common\sp_ALL.GX","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_sp_ALL_b58a9842.obj","140","47","datan_common_sp_ALL_b58a9842.bmp","organized"
"ItemsAndUi/Icons","datan\common\sp_black.GX","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_sp_black_bf8ebafc.obj","140","47","datan_common_sp_black_bf8ebafc.bmp","organized"
"ItemsAndUi/Icons","datan\common\sp_blue.GX","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_sp_blue_6a14694d.obj","140","47","datan_common_sp_blue_6a14694d.bmp","organized"
"ItemsAndUi/Icons","datan\common\sp_green.GX","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_sp_green_47e6db7a.obj","140","47","datan_common_sp_green_47e6db7a.bmp","organized"
"ItemsAndUi/Icons","datan\common\sp_red.GX","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_sp_red_a44759f3.obj","140","47","datan_common_sp_red_a44759f3.bmp","organized"
"ItemsAndUi/Icons","datan\common\sp_violet.GX","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_sp_violet_e2b89856.obj","140","47","datan_common_sp_violet_e2b89856.bmp","organized"
"ItemsAndUi/Icons","datan\common\sp_white.GX","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_sp_white_751e7304.obj","140","47","datan_common_sp_white_751e7304.bmp","organized"
"ItemsAndUi/Icons","datan\common\sp_yellow.GX","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_sp_yellow_ae957660.obj","140","47","datan_common_sp_yellow_ae957660.bmp","organized"
"ItemsAndUi/Icons","datan\common\spanner.GX","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_spanner_d77d88e9.obj","356","170","datan_common_spanner_d77d88e9.PNG","organized"
"ItemsAndUi/Icons","datan\common\spanner_beta.GX","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_spanner_beta_42c4c99d.obj","356","170","datan_common_spanner_beta_42c4c99d.PNG","organized"
"ItemsAndUi/Icons","datan\common\spanner_gamma.GX","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_spanner_gamma_97b3410c.obj","356","170","datan_common_spanner_gamma_97b3410c.PNG","organized"
"ItemsAndUi/Icons","datan\common\spread.gx","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_spread_d476603a.obj","4","2","datan_common_spread_d476603a.TGA","organized"
"ItemsAndUi/Icons","datan\common\Watt130.GX","Assets/Art/Nova1492/GXConverted/Models/ItemsAndUi/Icons/datan_common_Watt130_6385699d.obj","56","34","datan_common_Watt130_6385699d.bmp","organized"
"UnitParts/Accessories","datan\common\acp1hp.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_acp1hp_f1fdac64.obj","86","69","datan_common_acp1hp_f1fdac64.BMP","organized"
"UnitParts/Accessories","datan\common\acp2wtt.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_acp2wtt_8aef4c3e.obj","103","81","datan_common_acp2wtt_8aef4c3e.TGA","organized"
"UnitParts/Accessories","datan\common\acp3pwr.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_acp3pwr_0a41a0d8.obj","69","40","datan_common_acp3pwr_0a41a0d8.TGA","organized"
"UnitParts/Accessories","datan\common\acpAP.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_acpAP_b9420752.obj","47","46","","organized"
"UnitParts/Accessories","datan\common\acpDP.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_acpDP_6c7e61ed.obj","23","27","","organized"
"UnitParts/Accessories","datan\common\acpdual.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_acpdual_ba73ed17.obj","28","26","","organized"
"UnitParts/Accessories","datan\common\acpdualh.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_acpdualh_6d6659b0.obj","28","26","","organized"
"UnitParts/Accessories","datan\common\acpdualp.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_acpdualp_6323dc7c.obj","28","26","datan_common_acpdualp_6323dc7c.TGA","organized"
"UnitParts/Accessories","datan\common\acphp100.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_acphp100_a0adf898.obj","20","18","","organized"
"UnitParts/Accessories","datan\common\acphp150.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_acphp150_d10da730.obj","20","18","","organized"
"UnitParts/Accessories","datan\common\acphp180.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_acphp180_20c7c0c2.obj","20","18","","organized"
"UnitParts/Accessories","datan\common\acphp210.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_acphp210_a095caa5.obj","20","18","datan_common_acphp210_a095caa5.TGA","organized"
"UnitParts/Accessories","datan\common\acppw10.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_acppw10_9f8ce065.obj","28","29","","organized"
"UnitParts/Accessories","datan\common\acppw15.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_acppw15_5fdd080e.obj","28","26","","organized"
"UnitParts/Accessories","datan\common\acppw20.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_acppw20_853ed3a9.obj","28","29","","organized"
"UnitParts/Accessories","datan\common\acppw5.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_acppw5_5ea990d0.obj","28","29","datan_common_acppw5_5ea990d0.TGA","organized"
"UnitParts/Accessories","datan\common\acpRP.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_acpRP_17e16dd8.obj","23","27","","organized"
"UnitParts/Accessories","datan\common\acpSP.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_acpSP_7a8f72c0.obj","47","46","","organized"
"UnitParts/Accessories","datan\common\acptwr.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_acptwr_c5b25857.obj","48","24","datan_common_acptwr_c5b25857.TGA","organized"
"UnitParts/Accessories","datan\common\acptwr2.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_acptwr2_3468410b.obj","48","24","datan_common_acptwr2_3468410b.tga","organized"
"UnitParts/Accessories","datan\common\acptwr3.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_acptwr3_af81dda4.obj","48","24","datan_common_acptwr3_af81dda4.tga","organized"
"UnitParts/Accessories","datan\common\AcpUnique01.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_AcpUnique01_febf7f79.obj","74","67","datan_common_AcpUnique01_febf7f79.TGA","organized"
"UnitParts/Accessories","datan\common\AcpUnique02.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_AcpUnique02_ac990d48.obj","51","76","datan_common_AcpUnique02_ac990d48.TGA","organized"
"UnitParts/Accessories","datan\common\AcpUnique03.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_AcpUnique03_827bcc99.obj","80","40","datan_common_AcpUnique03_827bcc99.TGA","organized"
"UnitParts/Accessories","datan\common\AcpUnique04.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_AcpUnique04_3c81187f.obj","34","58","datan_common_AcpUnique04_3c81187f.TGA","organized"
"UnitParts/Accessories","datan\common\AcpUnique05.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_AcpUnique05_85347eac.obj","57","41","datan_common_AcpUnique05_85347eac.TGA","organized"
"UnitParts/Accessories","datan\common\AcpUnique06.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_AcpUnique06_c17edad4.obj","49","26","datan_common_AcpUnique06_c17edad4.TGA","organized"
"UnitParts/Accessories","datan\common\AcpUnique07.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_AcpUnique07_5f1c7f13.obj","77","56","datan_common_AcpUnique07_5f1c7f13.TGA","organized"
"UnitParts/Accessories","datan\common\AcpUnique08.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_AcpUnique08_e405bd31.obj","111","80","datan_common_AcpUnique08_e405bd31.TGA","organized"
"UnitParts/Accessories","datan\common\AcpUnique09.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_AcpUnique09_8ec6dd4f.obj","64","61","datan_common_AcpUnique09_8ec6dd4f.TGA","organized"
"UnitParts/Accessories","datan\common\AcpUnique10.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_AcpUnique10_2a0539ff.obj","47","46","datan_common_AcpUnique10_2a0539ff.TGA","organized"
"UnitParts/Accessories","datan\common\AcpUnique11.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_AcpUnique11_66335c29.obj","23","27","datan_common_AcpUnique11_66335c29.TGA","organized"
"UnitParts/Accessories","datan\common\acpwt100.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_acpwt100_49d8c906.obj","61","76","","organized"
"UnitParts/Accessories","datan\common\acpwt110.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_acpwt110_38b3e8e9.obj","61","76","datan_common_acpwt110_38b3e8e9.tga","organized"
"UnitParts/Accessories","datan\common\acpwt120.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_acpwt120_0e2f4cca.obj","61","76","datan_common_acpwt120_0e2f4cca.tga","organized"
"UnitParts/Accessories","datan\common\acpwt30.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_acpwt30_25b48eaf.obj","61","70","","organized"
"UnitParts/Accessories","datan\common\acpwt50.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_acpwt50_591fe82f.obj","49","57","","organized"
"UnitParts/Accessories","datan\common\acpwt80.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_acpwt80_1fb24868.obj","61","70","datan_common_acpwt80_1fb24868.TGA","organized"
"UnitParts/Accessories","datan\common\amr38_mtsg.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_amr38_mtsg_5d0c229c.obj","185","158","","organized"
"UnitParts/Accessories","datan\common\ap100-1.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_ap100-1_b74df4a3.obj","24","12","","organized"
"UnitParts/Accessories","datan\common\ap23m.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_ap23m_57b5259c.obj","16","17","","organized"
"UnitParts/Accessories","datan\common\ap95fire.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_ap95fire_f27ee81e.obj","12","6","","organized"
"UnitParts/Accessories","datan\common\ap97fire.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_ap97fire_f43d3f0b.obj","32","16","","organized"
"UnitParts/Accessories","datan\common\aqr.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_aqr_ccdeab4e.obj","60","53","datan_common_aqr_ccdeab4e.TGA","organized"
"UnitParts/Accessories","datan\common\ari.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_ari_6599503d.obj","176","171","datan_common_ari_6599503d.TGA","organized"
"UnitParts/Accessories","datan\common\bigpack1.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_bigpack1_52752b2c.obj","49","71","","organized"
"UnitParts/Accessories","datan\common\cap.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_cap_adbed0e9.obj","100","98","datan_common_cap_adbed0e9.TGA","organized"
"UnitParts/Accessories","datan\common\gem.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_gem_62b84131.obj","28","24","datan_common_gem_62b84131.TGA","organized"
"UnitParts/Accessories","datan\common\heavysiegem.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_heavysiegem_6f7f7d69.obj","32","36","datan_common_heavysiegem_6f7f7d69.TGA","organized"
"UnitParts/Accessories","datan\common\leo.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_leo_b9f7a6df.obj","232","221","datan_common_leo_b9f7a6df.TGA","organized"
"UnitParts/Accessories","datan\common\lib.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_lib_d92e3fe8.obj","212","205","datan_common_lib_d92e3fe8.TGA","organized"
"UnitParts/Accessories","datan\common\psc.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_psc_92debb57.obj","210","205","datan_common_psc_92debb57.TGA","organized"
"UnitParts/Accessories","datan\common\Qumax.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_Qumax_9cca7e70.obj","484","164","datan_common_Qumax_9cca7e70.TGA","organized"
"UnitParts/Accessories","datan\common\rune01.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_rune01_931e94ed.obj","114","60","","organized"
"UnitParts/Accessories","datan\common\rune02.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_rune02_cdded6eb.obj","92","72","datan_common_rune02_cdded6eb.TGA","organized"
"UnitParts/Accessories","datan\common\rune03.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_rune03_47ee22d0.obj","246","238","datan_common_rune03_47ee22d0.bmp","organized"
"UnitParts/Accessories","datan\common\rune04.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/Accessories/datan_common_rune04_2fe89b0c.obj","85","53","datan_common_rune04_2fe89b0c.TGA","organized"
